Category,Name,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Uni_1,Uni_2,Uni_3,Uni_4,Uni_5,Uni_6
Accounting and Governance,To reveal or conceal? Local environmental enforcement and firms’ strategic supplier identity disclosure,Lulu Di,Jie Gao,Shiyuan Li,Hong Luo,,,Southwestern University of Finance and Economics,Macau University of Science and Technology,Southwestern University of Finance and Economics,Southwestern University of Finance and Economics,,
Accounting and Governance,United we speak: antidumping investigations and intra-industry strategic cost coordination,Yangyi Zhang,Cheng Zeng,Qiang Wu,Omrane Guedhami,,,The Hong Kong Polytechnic University,The Hong Kong Polytechnic University,The Hong Kong Polytechnic University,University of South Carolina,,
Accounting and Governance,When do narcissists rise to the top? Slack and narcissistic CEO appointment,Philipp Richter,Aline Grahn,Sebastian Baldermann,Thomas Moliterno,,,Dresden University of Technology,Freie Universität Berlin,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,,
Accounting and Governance,Financial reporting consequences of consumer protection disclosure: evidence from data breach notification laws,Lien Duong,Zijie Huang,Grantley Taylor,,,,Curtin University,Curtin University,Curtin University,,,
Accounting and Governance,The impact of the general data protection regulation (GDPR) on the sensitivity of executive compensation,Wei-Chuan Kao,Chih-Hsien Liao,,,,,National Taiwan University,National Taiwan University,,,,
Accounting and Governance,Frivolous or meritorious lawsuits? Judicial efficiency and corporate disclosure,Weiqi Liu,Sterling Huang,Sugata Roychowdhury,Bingxu Fang,,,Singapore Management University,NYU Shanghai,Northwestern University,Singapore Management University,,
Accounting and Governance,Institutional investors and environmental expertise on corporate boards,Raffaele Manini,Philip Joos,Duo (Selina) Pei,Tom Vos,,,Warwick University,Tilburg University,Warwick University,,,
Accounting and Governance,Climate policy uncertainty and climate institutional investors’ activism: the moderating role of TCFD-aligned disclosure,Zhenyu Liu,Isabelle Martinez,,,,,Université Toulouse Capitole,,,,,
Accounting and Governance,Prosocial analysts and corporate ESG activities,Weiyan Hu,Xuejiao Liu,Hong Wu,Huai Zhang,,,University of International Business and Economics,University of International Business and Economics,City University of Hong Kong,,,
Accounting and Governance,Rewarding investor communication effort: evidence from compensation of investor relations officers,Rong Huang,Wei Shi,Feng Tang,Desmond Yuen,,,University of Macau,Deakin University,The Hang Seng University of Hong Kong,,,
Accounting and Governance,Do managers feather their own nest by disclosing less? Evidence from corporate opportunity waiver laws,Jeffrey Ng,Jiaxin Wang,Huailing Xie,Guochang Zhang,,,The University of Hong Kong,The University of Hong Kong,Shanghai Jiao Tong University,,,
Accounting and Governance,Strategic silence or defensive evasion? Corporate risk taking and managerial,Menghan Li,Cheng Zhang,Jiawei Ni,,,,Northwestern Polytechnical University,Northwestern Polytechnical University,,,,
Accounting and Governance,The attractiveness of stock exchanges and its effects on firm IPO valuation – evidence from the overseas listing of mainland Chinese companies,Lirong Shi,,,,,,,,,,,
Accounting and Governance,The price of voice: how investor engagement distorts investment,Zili Zhuang,Jun Chen,Yongxin Xu,,,,The Chinese University of Hong Kong,The Chinese University of Hong Kong,,,,
Accounting and Governance,The impact of going public on the corporatization of football clubs. The Italian case,Roberto Aprile,,,,,,,,,,,
Accounting and Governance,When women lead and oversee: how female executive vs. supervisory directors shape corporate tax aggressiveness,David Castillo-Merino,Josep García-Blandón,,,,,Institut Químic de Sarrià,,,,,
Accounting and Governance,"From tokenism to oversight board gender diversity, audit committees, and corporate currency hedging",Jessica Yi,,,,,,,,,,,
Accounting and Governance,Boardroom diversity and risk-taking decisions: employee director perspective,Ruth Owusu-Mensah,Nana Bempah,Andrews Owusu,,,,Nottingham Trent University,University of Derby,,,,
Accounting and Governance,Nature of corporate governance problem: political arbitration for common good Part I,Pradyot (P.K.) Sen,Sushil Khanna,Krishna Ladha,,,,University of Washington Bothell,Indian Institute of Management Calcutta,,,,
Accounting and Governance,CEOs in political and corporate democracy,Weijia Zhi,Menghan Zhu,,,,,The Chinese University of Hong Kong,,,,,
Accounting and Governance,When the stakes are personal: wealth concentration and audit fees,Kurt Desender,Monica Lopez-Puertas Lamy,,,,,Universidad Carlos III de Madrid,,,,,
Accounting and Governance,Political promotion and corporate social responsibility reporting quality: evidence from Chinese local state-owned enterprises,Yi Wang,Hwa-Hsien Hsu,,,,,ISEG Lisbon School of Economics & Management,,,,,
Accounting and Governance,In the name of national security: foreign investment and national security act (FINSA) and credit ratings,Tracie Frost,,,,,,,,,,,
Accounting and Governance,Does the blocking of internet information search exacerbate controlling shareholders’ tunneling? Evidence from Google’s withdrawal from China,Lin Pan,Jiawen Wang,Junshang Xiao,Wenxia Ge,,,Xiamen University of Technology,Beijing Jiaotong University,Chinese Academy of Fiscal Sciences,,,
Accounting and Governance,From FDA to SEC: clinical trial result submission and supplementary SEC disclosure,Caixia Hu,Qin Li,Lixin (Nancy) Su,,,,The Hong Kong Polytechnic University,The Hong Kong Polytechnic University,,,,
Accounting and Governance,Corporate governance and goodwill impairment: impact on future performance,Sofiya Meleshkova,,,,,,,,,,,
Accounting and Governance,Disclosure of misconduct in supply chains,Marina Köllermeyer,Michael Ebert,,,,,Paderborn University,,,,,
Accounting and Governance,Goofus or Gallant? Externalities of peers’ environmental penalties,Haiyan Jiang,Mabel D Costa,Le Luo,Albert Tsang,,,Macquarie University,Durham University,Macquarie University,,,
Accounting and Governance,Sustainability control tightness and corporate decarbonization,Mohsin Riaz,Jamshed Iqbal,Toni Mättö,,,,University of Jyväskylä,University of Jyväskylä,,,,
Accounting and Governance,Regulatory spillovers and corporate visibility: how peer environmental penalties shape advertising behavior,Chao He,Dio Cheng-Erh Huang,Qingyuan Li,Yiran Xu,,,Dalian University of Technology,National United University,Wuhan University,,,
Accounting and Governance,Not all that’s abandoned is lost: the informational role of withdrawn patent applications,Shangkun Liang,Sichao Wang,Cheng Zeng,,,,Central University of Finance And Economics,Central University of Finance And Economics,,,,
Accounting and Governance,Government data accessibility and firms’ strategic alliances formation,Huailing Xie,,,,,,,,,,,
Accounting and Governance,Analyst coverage and corporate wage theft,Mark Anderson,Soonchul Hyun,Hunter An,Zhiyan Wang,,,University of Calgary,University of North Carolina-Greensboro,University of North Carolina-Greensboro,,,
Accounting and Governance,Structural effects of gender quota regulations on board characteristics and governance quality: two decades of evidence from Scandinavia,Josep García-Blandón,Josep Argiles-Bosch,Diego Ravenda,David Castillo-Merino,,,Institut Químic de Sarrià,University of Barcelona,TBS Education,,,
Accounting and Governance,From reform to representation: women on boards and shareholder dissent,Martin Bugeja,Jiaqi Wang,,,,,University of Technology Sydney,,,,,
Accounting and Governance,Board gender quotas and female CEOs in private firms,Marcelo Ortiz,Sonia Falconieri,Francisco Urzua,Paolo Volpin,,,Universitat Pompeu Fabra,,Bayes Business School,,,
Accounting and Governance,Advancing geo-accounting: a bibliometric-systematic review of geopolitical risk in financial reporting,Aragón Djamchidi,Thomas Berndt,,,,,University of St.Gallen,,,,,
Accounting and Governance,The boundaries of dialogic accountability,Natalia Berg,,,,,,,,,,,
Accounting and Governance,Analyst discovery in the era of information democratization,Zhengyuan Huang,Qinglu Jin,Hongping Tan,Xingqiang Yin,,,Shanghai University of Finance and Economics,Shanghai University of Finance and Economics,McGill University,,,
Accounting and Governance,Tweeting for pay? CEO twitter activity and the design of incentive compensation,Wenjiao Cao,Yuyan Guan,Long Niu,Yachang Zeng,,,Erasmus University Rotterdam,Nanyang Technological University,Wenzhou-Kean University,,,
Accounting and Governance,Contextualized CEO effect,Wenzhi Ding,Wanying Song,Qiang Wu,,,,The Hong Kong Polytechnic University,The Hong Kong Polytechnic University,,,,
Accounting and Governance,The silent signals of leadership: the role of CEO body language in compensation decisions,Mehdi Khodakarami,Mukesh Garg,Cameron Truong,Christofer Adrian,,,Monash University,Monash University,Monash University,,,
Accounting and Governance,Green signals in capital markets: the impact of sustainable supply chain practices on financing choices,Hui Sung Kao,Shu-Hsien Lin,,,,,Feng Chia University,,,,,
Accounting and Governance,Firm-specific climate change risk and environmental contracting,Rodion Skovoroda,Siqi Liu,Xianmin Liu,Sardar Ahmad,Andrew Stark,,The Open University Business School,Open University,University of Greenwich,University of Liverpool,,
Accounting and Governance,Do not smear my reputation: compromised directors and corporate social responsibility,Akram Khalilov,Irina Gazizova,,,,,BI Norwegian Business School,,,,,
Accounting and Governance,Board interlocks in supply chains: information and governance implications,Deju Zhang,Sangho Chae,Hugo Lam,Shuo Wang,,,University of Galway,Warwick University,,,,
Accounting and Governance,Comparative analysis on the rationales of cooperative bank mergers in Finland and Germany,Pasi Sajasalo,Tommi Auvinen,Eric Meyer,Antti Rautiainen,,,University of Jyväskylä,University of Jyväskylä,University of Münster,,,
Accounting and Governance,Common ownership and the alignment of customer procurement networks: evidence from supplier sharing among U.S. public firms,Jiyuan Dai,Igor Kadach,,,,,University of Cyprus,,,,,
Accounting and Governance,From trading to voting: small shareholders on digital platforms,Yike Wang,,,,,,,,,,,
Accounting and Governance,Do excess control rights hinder equity incentive adoption? Evidence from China,Hui Zhou,Li Feng,Geoff Martin,,,,University of Auckland,University of Auckland,,,,
Accounting and Governance,Expertise-aligned dissent and the effectiveness of board oversight,Wuchun Chi,Jia-Wen Liang,Stephanie Tsui,Anxuan Xie,,,National Chengchi University,National Chengchi University,National Chengchi University,,,
Accounting and Governance,Whose interests are reflected in SEC rules?,Gabriel Pundrich,Gabriel Voelcker,Chuck Downing,,,,University of Florida,Dartmouth College,,,,
Accounting and Governance,The power of patience: geography and negotiation dynamics in proxy voting,Xijiang Su,Ruichi Xiong,,,,,York University,,,,,
Accounting and Governance,Sanctions and firms’ performance: a geopolitical accounting approach,Olga Golubeva,,,,,,,,,,,
Accounting and Governance,Racial disparities in the processing of whistleblower complaints,Marco Errico,,,,,,,,,,,
Accounting and Governance,Targeted transparency and individual accountability: evidence from police officer identification,Gerrit von Zedlitz,Felix Vetter,Thomas Simon,,,,University of Mannheim,University of Mannheim,,,,
Accounting and Governance,Hiding in plain sight: online complaints as an alternative to whistleblowing,Jeroen Koenraadt,Aneesh Raghunandan,Thomas Ruchti,,,,London School of Economics,Yale University,,,,
Accounting and Governance,How does fair value accounting affect risk management for directors and officers?,Che-Chia Chang,Ya-Hui Lin,Hunghua Pan,,,,Tunghai University,Tunghai University,,,,
Accounting and Governance,Spillover effects of bank enforcement actions,Diana Choi,Danyang Jiang,Ted Goodman,Lin Cheng,,,Purdue University,University of International Business and Economics,Purdue University,,,
Accounting and Governance,Banks’ revolving door hiring of former regulators and forward-looking credit loss accounting,Jia Guo,Weihua Qiu,Janus Jian Zhang,,,,The Hong Kong Polytechnic University,Sun Yat-sen University,,,,
Accounting and Governance,Blockchain platform of bank confirmations and corporate cash holdings,Yan Wang,Fei Yan,Baolei Qi,,,,Xi’an Jiaotong University,Xi’an Jiaotong University,,,,
