Category,Name,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Author_7,Author_8,Author_9,Author_10,Author_11,Author_12,Author_13,Author_14,Author_15,Author_16,Uni_1,Uni_2,Uni_3,Uni_4,Uni_5,Uni_6,Uni_7,Uni_8,Uni_9,Uni_10,Uni_11,Uni_12,Uni_13,Uni_14,Uni_15,Uni_16
Financial Analysis,The Impact of M&A Transactions on Acquiring Firm Voluntary Disclosure,Todd Kravet,Sarah Mcvay,James Warren,,,,,,,,,,,,,,University of Connecticut,University of Washington,,,,,,,,,,,,,,
Financial Analysis,Capital Market-related Agglomeration Spillovers: Evidence from Million Dollar Plant Expansions,Yuxiang Zheng,Yongoh Roh,Yaping Zheng,Dawn Matsumoto,,,,,,,,,,,,,Rutgers University,McGill University,University of Alberta,,,,,,,,,,,,,
Financial Analysis,Is the whole more than the sum of its parts? Underpricing and long-run IPO performance,Andreas Charitou,Irene Karamanou,Gerald Lobo,George Loizides,,,,,,,,,,,,,University of Cyprus,University of Cyprus,"University of Houston, Bauer College of Business",,,,,,,,,,,,,
Financial Analysis,Asymmetric Disclosure Patterns in the Presence of Common Ownership,Tom Kubick,Yijun Li,Taylor Paskett,,,,,,,,,,,,,,University of Nebraska-Lincoln,Erasmus University Rotterdam,,,,,,,,,,,,,,
Financial Analysis,Industry (un)relatedness and analyst forecasts,Baptiste Colas,Encarna Guillamon Saorin,Nikolaos Floropoulos,,,,,,,,,,,,,,Carlos III University of Madrid,Carlos III University of Madrid,,,,,,,,,,,,,,
Financial Analysis,Risk-Based Peer Selection in Fairness Opinions,Patrick Vorst,Benjamin Noordermeer,,,,,,,,,,,,,,,Maastricht University,,,,,,,,,,,,,,,
Financial Reporting,Firm Locations and Market Reactions to Regional Shocks: Insight from Brexit Referendum,Zifeng Feng,Rose Neng Lai,Zongyuan Li,,,,,,,,,,,,,,University of Texas at El Paso,University of Macau,,,,,,,,,,,,,,
Financial Reporting,Information Crosschecking: Are Investors Bound to Their Priors?,Noga Abraham,Shai Levi,Eti Einhorn,,,,,,,,,,,,,,Reichman University,Tel Aviv University,,,,,,,,,,,,,,
Financial Analysis,Active Engagement or Information Displacement: The Global Impacts of Mandatory Non-Financial Disclosure,Qiyu Zhang,Lu Li,Ding Chen,Jun Gu,,,,,,,,,,,,,University of Sussex,Loughborough University,University of Birmingham,,,,,,,,,,,,,
Financial Analysis,A few ratios do not tell the whole story: financial statements informativeness evolution and bankruptcy predictions,Francois Larmande,Marc Bourmont,Wenbin Cao,Pierre Six,JeromeVerny,,,,,,,,,,,,Université de Sherbrooke,Neoma Business School,Neoma Business School,Neoma Business School,,,,,,,,,,,,
Financial Analysis,"CEO Overconfidence, Asset Growth and the Cross-Section of Stock Returns",Lydia Diamantopoulou,Andreas Charitou,Georgios Papanastasopoulos,,,,,,,,,,,,,,University of Piraeus,University of Cyprus,,,,,,,,,,,,,,
Financial Analysis,Unlocking Financing Opportunities: The Impact of the ELITE Program on SMEs’Financing,Giorgio Ricciardi,Nicola Moscariello,Antonio Meles,Pietro Fera,Lugi Raffaele Pellegrino,,,,,,,,,,,,University of Campania - LuigiVanvitelli,University of Campania - LuigiVanvitelli,University of Campania - LuigiVanvitelli,University of Campania - LuigiVanvitelli,,,,,,,,,,,,
Financial Analysis,The Role of Financial Constraints on M&A Financing with Earnouts Contracts,Leonidas Barbopoulos,Jo Danbolt,Sarah Nechbaoui,,,,,,,,,,,,,,University of Edinburgh,University of Edinburgh,,,,,,,,,,,,,,
Financial Analysis,Positive Externalities of Accounting Standard Change: The Case of CECL Adoption,Xiao Liu,Konduru Sivaramakrishnan,Hailey Ballew,,,,,,,,,,,,,,Southern Methodist University,Rice University,,,,,,,,,,,,,,
Financial Analysis,Hidden Weaknesses: The Role of Unrealized Losses in Monetary Policy Transmission,Antonio DeVito,Benedikt Kagerer,Cosimo Pancaro,Alessio Reghezza,,,,,,,,,,,,,University of Bologna,University of Cambridge,European Central Bank,,,,,,,,,,,,,
Financial Analysis,Do Analysts Learn from the News Media? Evidence from a Natural Experiment,Somnath Das,Rong (Irene) Zhong,,,,,,,,,,,,,,,University of Illinois Chicago,,,,,,,,,,,,,,,
Financial Analysis,Opposites Attract and Likes Repel: Social Media Assimilation Effects in Analysts,Duo (Selina) Pei,Yifei Chen,,,,,,,,,,,,,,,University of Warwick,,,,,,,,,,,,,,,
Financial Analysis,Blockchain-Induced Supply Chain Transparency and Firm Performance: The Role of Capacity Utilization,Jedson Pinto,Shinwoo Lee,Daniel Rabetti,Gil Sadka,,,,,,,,,,,,,University of Texas at Dallas,Hong Kong Baptist University,National University of Singapore,,,,,,,,,,,,,
Financial Analysis,"The role of Environmental, Social, and Governance (ESG) in credit rating revisions during the Covid-19 pandemic",Cintia Meireles Urbina,Tatiana Albanez,Lucas Barros,Xiaohong Huang,Laura Spierdijk,,,,,,,,,,,,Universidade de São Paulo / University of Twente,Universidade de São Paulo,Universidade de São Paulo,University of Twente,,,,,,,,,,,,
Financial Analysis,Corporate Environmental Responsibility and Cost of Equity Capital—A Meta-Analytical Review,RobertWitte,Ewald Aschauer,Helmut Pernsteiner,,,,,,,,,,,,,,Linz Johannes Kepler University,WUVienna,,,,,,,,,,,,,,
Financial Analysis,Natural Disasters and Financial Analysts: The Impact of Hurricanes on Earnings Forecasts,Hui Zhou,Yuting Ning,,,,,,,,,,,,,,,University of Auckland,,,,,,,,,,,,,,,
Financial Analysis,Analysts Prediction of Manipulated and Unmanipulated Earnings: the case of AAERSs firms,Franck Missonier-Piera,DianaVazquez Espinosa,Francois Aubert,,,,,,,,,,,,,,University of Fribourg,University of Fribourg,,,,,,,,,,,,,,
Financial Analysis,Mitigating Acquisition Risk: The Critical Role of Indemnification during Merger Contracting,Disen Albrecht,Audra Boone,Patrick Hopkins,,,,,,,,,,,,,,Rutgers University,Texas Christian University,,,,,,,,,,,,,,
Financial Analysis,Does political connection influence corporate innovation?,Ann Ling-Ching Chan,Stephanie Tsui,Francesca Hsu,KyunghwaYu,,,,,,,,,,,,,National Chengchi University,National Chengchi University,SOE Technology Inc.,,,,,,,,,,,,,
Financial Analysis,Where Is the Benefit in Benefit Corporations? Evidence from Staggered Implementation of the Benefit Corporation Laws in the US,Laura Ferraro,Devendra Kale,Arati Kale,,,,,,,,,,,,,,University of Calabria,University of Rhode Island,,,,,,,,,,,,,,
Financial Analysis,"EU Taxonomy Eligibility: Implications in Terms of ESG, Financial Performance and Market Preferences",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,The Impact of Climate Change on the Performance of Agricultural Companies Worldwide,Francisca Pardo,Karen Serrano,Ana Ibáñez,José Farinós,,,,,,,,,,,,,University of Valencia,Universidad Metropolitana,University of Valencia,,,,,,,,,,,,,
Financial Reporting,Lost (and Found) in Translation: Using Operational Efficiency to Explain the Predictiveness of Accumulated Foreign Currency Translation Adjustments,Sarah Noor,Sam Tiras,Fabio Moraes Da Costa,,,,,,,,,,,,,,"Indiana University, Kelley School of Business","Indiana University, Kelley School of Business",,,,,,,,,,,,,,
Financial Analysis,The effect of ASC 606 on management forecasts: a lesson for principles-based accounting standard,Kyungran Lee,Yue Chen,Michael Kimbrough,Shinwoo Lee,,,,,,,,,,,,,Neoma Business School,Chinese University of Hong Kong,University of Maryland,,,,,,,,,,,,,
Financial Analysis,Does Analysts’ Forward-looking Information Affect Stock Price Synchronicity? A Textual Analysis Based on Analyst Reports,Yufan Chang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Analysis,Analysts’ Forecasting Models and Uncertainty About the Past,Tzachi Zach,Min Park,,,,,,,,,,,,,,,Ohio State University,,,,,,,,,,,,,,,
Financial Analysis,How does information content in firms reports affect information asymmetry?,Christopher Von Koch,Micael Jönsson,Ola Nilsson,Tova Gunnarsson,Annie Hallengren,,,,,,,,,,,,Linnaeus University,Lund University,Linneaus University,Linnaeus University,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Doing Good or Mitigating Bad? How Sustainable Fund Disclosure Frames Influence Retail Investors,Joseph Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Let’s talk ESG—The extent and form of ESG disclosures in conference calls,Jordi Louis Geuken,Jonas Ewertz,Matthias Nienaber,,,,,,,,,,,,,,Ruhr University Bochum,Ruhr University Bochum,,,,,,,,,,,,,,
Accounting and Governance,Economic Policy Uncertainty and Profitability of Healthcare Institutions: Evidence from General Hospitals in Korea,Kwang Hwa Jeong,Hongmin Chun,,,,,,,,,,,,,,,Kangwon National University,,,,,,,,,,,,,,,
Accounting and Governance,Cutting the Long Story Short: Activist Short Sellers and the Detection of Financial Misconduct,Apostolos Ballas,Demetrios Zacharakis,,,,,,,,,,,,,,,Athens University of Economics and Business,,,,,,,,,,,,,,,
Financial Analysis,Does Climate Change Awareness Influence Conditional Conservatism? Evidence from the U.S.,Lei Zhang,Kiridaran Kanagaretnam,,,,,,,,,,,,,,,Xi’an Jiaotong-Liverpool University,,,,,,,,,,,,,,,
Financial Analysis,Understand firm-level social exposure,Mingyang Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Analysis,Do Investors Understand Firms’ Market Risk Disclosures? The Effect of Risk Format and Uncertainty on Investment Willingness,Alessandro Cortese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Analysis,The informativeness of accounting policy changes: European Evidence,Georgia Siougle,Olga Chara Pavlopoulou,,,,,,,,,,,,,,,Athens University of Economics and Business,,,,,,,,,,,,,,,
Financial Analysis,Determinants of hedge accounting policy choice: IAS 39 versus IFRS 9,Ana Morais,Ines Pinto,Daniela Penela,,,,,,,,,,,,,,"University of Lisbon, ISEG","University of Lisbon, ISEG",,,,,,,,,,,,,,
Financial Analysis,Broker-Hosted Credit Conferences,Derrald Stice,Zhongwen Fan,Xiao Zhang,Christopher Williams,,,,,,,,,,,,,University of Hong Kong,City University of Hong Kong,University of Hong Kong,,,,,,,,,,,,,
Financial Analysis,Conflict of Interests and Informed Trading in Universal Banks,Rainer Haselmann,Christian Leuz,Sebastian Schreiber,,,,,,,,,,,,,,Goethe University,University of Chicago,,,,,,,,,,,,,,
Financial Analysis,The Asymmetric Relation between DuPont Components and Future Performance,Benjamin Noordermeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Analysis,The Information Content of Operational Efficiency,Jonathan Berkovitch,Mary Barth,Doron Israeli,,,,,,,,,,,,,,Luiss Guido Carli,Stanford University,,,,,,,,,,,,,,
Financial Analysis,Risky Business: The Risk-Relevance of Earnings over Time,Dimitris Kanelis,Patrick Vorst,,,,,,,,,,,,,,,Maastricht University,,,,,,,,,,,,,,,
Financial Analysis,The informativeness of annual earnings forecasts and analyst reports of different horizons,Nikolaos Floropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Analysis,The Influence of Accruals Management Practices on AI Generated Credit Scores,Joanne Horton,Fani Kalogirou,Mari Paananen,,,,,,,,,,,,,,University of Warwick,Universidade Católica Portuguesa,,,,,,,,,,,,,,
Financial Reporting,3. Financial returns from R&D investments: The moderating role of innovation efficiency,Oveis Madadian,MaudVan Den Broeke,,,,,,,,,,,,,,,IÉSEG School of Management,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,4. Political Scrutiny and Environmental Misconduct,Kathyayini Madduri,Maria Correia,Aneesh Raghunandan,,,,,,,,,,,,,,London School of Economics and Political Science,London School of Economics and Political Science,,,,,,,,,,,,,,
Financial Analysis,5. Bridging the Innovation Gap: A Holistic Rating Framework to Enhance Market Efficiency,Vanessa Orlando,Thomas Berndt,,,,,,,,,,,,,,,University of St. Gallen,,,,,,,,,,,,,,,
Financial Analysis,1. Non-Fundamental Loan Renegotiations,Aj Chen,Matthew Phillips,ReginaWittenberg Moerman,TiangeYe,,,,,,,,,,,,,University British Columbia,Massachusetts Institute of Technology,"Northwestern University,Kellogg School of Management",,,,,,,,,,,,,
Financial Analysis,2. Lender-borrower Interactions and Loan Contracting,Xiangyu Li,Xinlei Li,Allen Huang,,,,,,,,,,,,,,University of Southern California,University of California-Davis,,,,,,,,,,,,,,
Financial Analysis,1. Assessing the Impact of Cryptocurrency Analysts on Market Dynamics: Insights from Analyst Reports,Janja Brendel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Analysis,2. When It Makes Sense: Text Cohesion of Analyst Reports,Zhaoyang Gu,Jian Xue,Qian Zhang,,,,,,,,,,,,,,Chinese University of Hong Kong,Tsinghua University,,,,,,,,,,,,,,
Financial Analysis,3. Short-sighted Equity Analysis: Evidence from Analyst Reports,Minkang Lu,Hongping Tan,PengWang,ChangqiuYu,,,,,,,,,,,,,Zhongnan University of Economics and Law,McGill University,McGill University,,,,,,,,,,,,,
Financial Analysis,1. Ho do Bonds React to Risk Information in Earnings Announcements?,Martin Kapons,Peter Kelly,,,,,,,,,,,,,,,INSEAD,,,,,,,,,,,,,,,
Financial Analysis,2. Loan guarantee and portfolio greening: evidence from European credit registers,Bruno Buchetti,Salvatore Perdichizzi,Ixart Miquel-Flores,Alessio Reghezza,Luca Lin,,,,,,,,,,,,University of Padua,Università di Padova,European Central Bank,European Central Bank,,,,,,,,,,,,
Financial Reporting,The Impact of Information Exchange Technology on Syndicated Lending,Xingyu Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Analysis,Sea Level Rise Risk and the Cost of Equity Capital,Chris Florakis,YujiaWang,Yang Zhao,,,,,,,,,,,,,,University of Liverpool,University of Liverpool,,,,,,,,,,,,,,
Financial Analysis,The Effect of Disclosure and Information Asymmetries on the Relationship Between Carbon Performance and Debt Maturity,Adrian Ferreras,Maria T. Tascon,Paula Castro,,,,,,,,,,,,,,Universidad de León,Universidad de Leon,,,,,,,,,,,,,,
Management Accounting,Investigating Abnormal Investment Patterns: The Role of Agency Costs and Financing Constraints within UK SMEs,Mohammad Mousavi,Saeed Akbar,Sundas Naeem,Jing Li,,,,,,,,,,,,,Bradford University,University of Bradford,University of Bradford,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Driving Financial Performance through ESG Excellence,Marie-Anne Lorain,Elena Urquia,Francisco José Alcaraz Quiles,IgnacioVelasco,,,,,,,,,,,,,Complutense University of Madrid,Complutense University of Madrid,Universidad de Malaga,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Digital Sustainability Reporting and ESG Risk Assessment,Duc Hung Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Analysis,Mandatory ESG Disclosure and Debt Concentration,Fengqin Chen,Yuan Huang,Walid Saffar,,,,,,,,,,,,,,Hong Kong Polytechnic University,Hong Kong Polytechnic University,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,When Speed Trumps Sustainability: Environmental Disclosure Frequency and Environmental Investment Myopia,Sheryl Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Analysis,"Equity Returns, CDS Prices, and Sustainability",Andreas Barth,Christian Schlag,,,,,,,,,,,,,,,University of Würzburg,,,,,,,,,,,,,,,
Accounting and Information Systems,How do stock market participants use Generative AI? Evidence from user-platform interaction data,Yilan Li,FanWu,Frank Ecker,Xitong Li,,,,,,,,,,,,,ESSEC Business School,Chinese University of Hong Kong,Frankfurt School of Finance & Management,,,,,,,,,,,,,
Financial Analysis,"Retail Investors’ Chatter, Interaction and Earnings Announcement Returns",Johannes Gaul,Pascal Schrader,,,,,,,,,,,,,,,"University of Mannheim,ZEW",,,,,,,,,,,,,,,
Financial Reporting,Algorithm Access for All: Information Processing Democratization via GitHub,Stephanie Cheng,Richard Crowley,Pengkai Lin,Yuan Zhao,,,,,,,,,,,,,Tulane University,Singapore Management University,Singapore Management University,,,,,,,,,,,,,
Financial Reporting,Leverage and Operating Risk in Asset Pricing: An Accounting Perspective,Xuanheng Huang,Peter Pope,,,,,,,,,,,,,,,Bocconi University,,,,,,,,,,,,,,,
Financial Reporting,Information Access and Capital Structure: Evidence from Social Media Activity,Niccolò Marcarini,Giulia Redigolo,,,,,,,,,,,,,,,Università Cattolica del Sacro Cuore,,,,,,,,,,,,,,,
Financial Reporting,Analyst Coverage and the Quality of R&D Spending: Evidence from China,Mark Anderson,Jiyuan Li,Fangjun Wang,Junqin Sun,,,,,,,,,,,,,University of Calgary,Xi’an Jiaotong University,Xi’an Jiaotong University,,,,,,,,,,,,,
Financial Reporting,Has the FINRA Rule 2242 been successful in enhancing the quality of debt reports issued by sell-side analysts?,Zacharias Petrou,Andreas Charitou,Irene Karamanou,,,,,,,,,,,,,,University of Liverpool,University of Cyprus,,,,,,,,,,,,,,
